silo_name,gvar,treat,diff_times,gt,RI,start_time,end_time,diff_estimate,diff_var,diff_estimate_covariates,diff_var_covariates,covariates,date_format,freq
85,1997,1,1997;1996,1997;1997,0,1989-01-01,2000-01-01,-0.0133333333333333,0.00870929847494553,-0.0270008084074374,0.00858786620805944,asian;black;male,yyyy,1 year
85,1997,1,1998;1996,1997;1998,0,1989-01-01,2000-01-01,0.0512820512820513,0.0104261802834723,0.0215726559581622,0.0101961336589207,asian;black;male,yyyy,1 year
85,1997,1,1999;1996,1997;1999,0,1989-01-01,2000-01-01,0.111111111111111,0.00984426692487694,0.100068960232932,0.0101055883758824,asian;black;male,yyyy,1 year
85,1997,1,2000;1996,1997;2000,0,1989-01-01,2000-01-01,0.0340136054421768,0.00910022021673679,-0.0213890376718443,0.00895748316496427,asian;black;male,yyyy,1 year
85,1991,-1,1991;1990,1991;1991,1,1989-01-01,2000-01-01,0.00757575757575771,0.00922181912482646,0.00244975323653543,0.00924124843872813,asian;black;male,yyyy,1 year
85,1991,-1,1992;1990,1991;1992,1,1989-01-01,2000-01-01,-0.019047619047619,0.0102726607397809,-0.0217298572253028,0.0101537586904447,asian;black;male,yyyy,1 year
85,1991,-1,1993;1990,1991;1993,1,1989-01-01,2000-01-01,0.130081300813008,0.0101801412400182,0.128729064306849,0.0101075275335384,asian;black;male,yyyy,1 year
85,1991,-1,1994;1990,1991;1994,1,1989-01-01,2000-01-01,0.119496855345912,0.00879022650537241,0.101035134321001,0.00898023477601594,asian;black;male,yyyy,1 year
85,1991,-1,1995;1990,1991;1995,1,1989-01-01,2000-01-01,-0.0933333333333333,0.00776322633744857,-0.132141540729819,0.00735025892222504,asian;black;male,yyyy,1 year
85,1991,-1,1996;1990,1991;1996,1,1989-01-01,2000-01-01,-1.04083408558608e-16,0.0084725248123941,-0.0103172069535942,0.00844401001875393,asian;black;male,yyyy,1 year
85,1991,-1,1997;1990,1991;1997,1,1989-01-01,2000-01-01,-0.0133333333333333,0.00846722633744856,-0.0345762711864408,0.00857028230987139,asian;black;male,yyyy,1 year
85,1991,-1,1998;1990,1991;1998,1,1989-01-01,2000-01-01,0.0512820512820512,0.0101841081459753,0.0399999999999998,0.0100324928820714,asian;black;male,yyyy,1 year
85,1991,-1,1999;1990,1991;1999,1,1989-01-01,2000-01-01,0.111111111111111,0.00960219478737998,0.102130920236445,0.0101150471434635,asian;black;male,yyyy,1 year
85,1991,-1,2000;1990,1991;2000,1,1989-01-01,2000-01-01,0.0340136054421769,0.00885814807923981,-0.00122313186992387,0.00891464833542155,asian;black;male,yyyy,1 year
85,1993,-1,1993;1992,1993;1993,1,1989-01-01,2000-01-01,0.149128919860627,0.012222349304902,0.142425726412015,0.0120038152481537,asian;black;male,yyyy,1 year
85,1993,-1,1994;1992,1993;1994,1,1989-01-01,2000-01-01,0.138544474393531,0.0108324345702562,0.147621026386869,0.0109048242809102,asian;black;male,yyyy,1 year
85,1993,-1,1995;1992,1993;1995,1,1989-01-01,2000-01-01,-0.0742857142857143,0.00980543440233238,-0.087337013978621,0.00926308717762095,asian;black;male,yyyy,1 year
85,1993,-1,1996;1992,1993;1996,1,1989-01-01,2000-01-01,0.0190476190476191,0.0105147328772779,0.0350508624502432,0.010387877329306,asian;black;male,yyyy,1 year
85,1993,-1,1997;1992,1993;1997,1,1989-01-01,2000-01-01,0.00571428571428575,0.0105094344023324,0.0117348743955657,0.0104431951438316,asian;black;male,yyyy,1 year
85,1993,-1,1998;1992,1993;1998,1,1989-01-01,2000-01-01,0.0703296703296703,0.0122263162108591,0.0651315789473687,0.0114138904174934,asian;black;male,yyyy,1 year
85,1993,-1,1999;1992,1993;1999,1,1989-01-01,2000-01-01,0.13015873015873,0.0116444028522638,0.150325871351658,0.0120342267518133,asian;black;male,yyyy,1 year
85,1993,-1,2000;1992,1993;2000,1,1989-01-01,2000-01-01,0.0530612244897961,0.0109003561441236,0.0157308468530485,0.0100535217980519,asian;black;male,yyyy,1 year
85,1996,-1,1996;1995,1996;1996,1,1989-01-01,2000-01-01,0.0933333333333333,0.00800529847494554,0.126470493441196,0.00732209692293023,asian;black;male,yyyy,1 year
85,1996,-1,1997;1995,1996;1997,1,1989-01-01,2000-01-01,0.08,0.008,0.091262917729164,0.00721172648172008,asian;black;male,yyyy,1 year
85,1996,-1,1998;1995,1996;1998,1,1989-01-01,2000-01-01,0.144615384615385,0.00971688180852678,0.144881577643445,0.00915355256609718,asian;black;male,yyyy,1 year
85,1996,-1,1999;1995,1996;1999,1,1989-01-01,2000-01-01,0.204444444444445,0.00913496844993142,0.192764857881137,0.00899441351959696,asian;black;male,yyyy,1 year
85,1996,-1,2000;1995,1996;2000,1,1989-01-01,2000-01-01,0.12734693877551,0.00839092174179125,0.101985332269311,0.00756773723441795,asian;black;male,yyyy,1 year
85,1998,-1,1998;1997,1998;1998,1,1989-01-01,2000-01-01,0.0646153846153847,0.0104208818085268,0.0555058191584602,0.01032323004775,asian;black;male,yyyy,1 year
85,1998,-1,1999;1997,1998;1999,1,1989-01-01,2000-01-01,0.124444444444445,0.00983896844993142,0.114860014357502,0.0099756704279623,asian;black;male,yyyy,1 year
85,1998,-1,2000;1997,1998;2000,1,1989-01-01,2000-01-01,0.0473469387755101,0.00909492174179125,0.00596974157422714,0.00872317687648844,asian;black;male,yyyy,1 year
