silo_name,treatment_time,time,mean_outcome,mean_outcome_residualized,covariates,date_format,freq
85,1997,1989,0.32,0.18,asian;black;male,yyyy,1 year
85,1997,1990,0.333333333333333,0.148148148148148,asian;black;male,yyyy,1 year
85,1997,1991,0.340909090909091,0.159090909090909,asian;black;male,yyyy,1 year
85,1997,1992,0.314285714285714,0.114285714285714,asian;black;male,yyyy,1 year
85,1997,1993,0.463414634146341,0.219512195121951,asian;black;male,yyyy,1 year
85,1997,1994,0.452830188679245,0.283018867924528,asian;black;male,yyyy,1 year
85,1997,1995,0.24,0.18,asian;black;male,yyyy,1 year
85,1997,1996,0.333333333333333,0.196078431372549,asian;black;male,yyyy,1 year
85,1997,1997,0.32,0.14,asian;black;male,yyyy,1 year
85,1997,1998,0.384615384615385,0.230769230769231,asian;black;male,yyyy,1 year
85,1997,1999,0.444444444444444,0.288888888888889,asian;black;male,yyyy,1 year
85,1997,2000,0.36734693877551,0.146567717996289,asian;black;male,yyyy,1 year
