silo_name,treatment_time,time,mean_outcome,mean_outcome_residualized,covariates,date_format,freq
58,1993,1989,0.264150943396226,0.107984755093399,asian;black;male,yyyy,1 year
58,1993,1990,0.317073170731707,0.0864745011086474,asian;black;male,yyyy,1 year
58,1993,1991,0.272727272727273,0.129679144385027,asian;black;male,yyyy,1 year
58,1993,1992,0.355555555555556,0.239846743295019,asian;black;male,yyyy,1 year
58,1993,1993,0.379310344827586,0.206161137440758,asian;black;male,yyyy,1 year
58,1993,1994,0.414285714285714,0.219354838709677,asian;black;male,yyyy,1 year
58,1993,1995,0.357142857142857,0.15916149068323,asian;black;male,yyyy,1 year
58,1993,1996,0.4,0.210552390388903,asian;black;male,yyyy,1 year
58,1993,1997,0.375,0.242072271386431,asian;black;male,yyyy,1 year
58,1993,1998,0.442307692307692,0.181742170872606,asian;black;male,yyyy,1 year
58,1993,1999,0.392857142857143,0.162087912087912,asian;black;male,yyyy,1 year
58,1993,2000,0.283018867924528,0.10073621112765,asian;black;male,yyyy,1 year
