silo_name,treatment_time,time,mean_outcome,mean_outcome_residualized,covariates,date_format,freq
57,1998,1989,0.418918918918919,0.235578862444534,asian;black;male,yyyy,1 year
57,1998,1990,0.403225806451613,0.133428761310771,asian;black;male,yyyy,1 year
57,1998,1991,0.406779661016949,0.180050013892748,asian;black;male,yyyy,1 year
57,1998,1992,0.421052631578947,0.200094831673779,asian;black;male,yyyy,1 year
57,1998,1993,0.488372093023256,0.19071036517656,asian;black;male,yyyy,1 year
57,1998,1994,0.515151515151515,0.277342966084688,asian;black;male,yyyy,1 year
57,1998,1995,0.363636363636364,0.115942028985507,asian;black;male,yyyy,1 year
57,1998,1996,0.363636363636364,0.133795582948125,asian;black;male,yyyy,1 year
57,1998,1997,0.485714285714286,0.269020866773676,asian;black;male,yyyy,1 year
57,1998,1998,0.540540540540541,0.321321321321321,asian;black;male,yyyy,1 year
57,1998,1999,0.470588235294118,0.304705882352941,asian;black;male,yyyy,1 year
57,1998,2000,0.36,0.26054054054054,asian;black;male,yyyy,1 year
