silo_name,treatment_time,time,mean_outcome,mean_outcome_residualized,covariates,date_format,freq
73,control,1989,0.404255319148936,0.260869565217391,asian;black;male,yyyy,1 year
73,control,1990,0.321428571428571,0.217368961973279,asian;black;male,yyyy,1 year
73,control,1991,0.488888888888889,0.210136452241716,asian;black;male,yyyy,1 year
73,control,1992,0.568181818181818,0.265734265734266,asian;black;male,yyyy,1 year
73,control,1993,0.418604651162791,0.222383720930233,asian;black;male,yyyy,1 year
73,control,1994,0.477272727272727,0.262539184952978,asian;black;male,yyyy,1 year
73,control,1995,0.428571428571429,0.176587301587302,asian;black;male,yyyy,1 year
73,control,1996,0.490196078431373,0.256649194331198,asian;black;male,yyyy,1 year
73,control,1997,0.306122448979592,0.14043583535109,asian;black;male,yyyy,1 year
73,control,1998,0.355555555555556,0.0892561983471074,asian;black;male,yyyy,1 year
73,control,1999,0.377358490566038,0.21966762464076,asian;black;male,yyyy,1 year
73,control,2000,0.534883720930233,0.29608621667612,asian;black;male,yyyy,1 year
